Nome da imagem            Identifi Nome da sessão       Sessão# Uso de memór Status          Nome de usuário                                    Tempo de CPU Título da janela                                                         
========================= ======== ================ =========== ============ =============== ================================================== ============ ======================================================================== 
System Idle Process              0 Services                   0          8 K Unknown         AUTORIDADE NT\SISTEMA                                 712:18:59 N/A                                                                      
PowerToys.KeyboardManager    17968 Console                    1      1.992 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
PowerToys.MouseWithoutBor    18164 Console                    1     63.576 K Running         ALIEN\thyag                                             0:00:37 N/A                                                                      
PowerToys.Peek.UI.exe        18212 Console                    1     18.724 K Running         ALIEN\thyag                                             0:00:14 N/A                                                                      
PowerToys.PowerLauncher.e    18308 Console                    1    119.964 K Running         ALIEN\thyag                                             0:00:27 CiceroUIWndFrame                                                         
PowerToys.PowerOCR.exe        3552 Console                    1     17.140 K Running         ALIEN\thyag                                             0:00:00 N/A                                                                      
TextInputHost.exe            19392 Console                    1    189.788 K Running         ALIEN\thyag                                             0:00:11 Experiência de Entrada do Windows                                        
chrome.exe                   19600 Console                    1    327.388 K Running         ALIEN\thyag                                             0:04:25 Gemini - Google Chrome                                                   
chrome.exe                   19636 Console                    1     12.000 K Running         ALIEN\thyag                                             0:00:00 N/A                                                                      
chrome.exe                   19808 Console                    1    246.472 K Running         ALIEN\thyag                                             0:40:09 N/A                                                                      
chrome.exe                   19824 Console                    1     64.892 K Running         ALIEN\thyag                                             0:00:35 OleMainThreadWndName                                                     
chrome.exe                   19860 Console                    1     23.460 K Unknown         ALIEN\thyag                                             0:00:01 N/A                                                                      
svchost.exe                  21244 Console                    1     27.140 K Unknown         ALIEN\thyag                                             0:00:01 N/A                                                                      
svchost.exe                  21428 Services                   0      9.424 K Unknown         N/A                                                     0:00:00 N/A                                                                      
svchost.exe                   3440 Console                    1     17.172 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
svchost.exe                   4932 Services                   0     16.812 K Unknown         N/A                                                     0:00:04 N/A                                                                      
SecurityHealthSystray.exe     3352 Console                    1     14.604 K Running         ALIEN\thyag                                             0:00:00 N/A                                                                      
SecurityHealthService.exe    20120 Services                   0     24.336 K Unknown         N/A                                                     0:00:05 N/A                                                                      
RtkAudUService64.exe          6512 Console                    1     15.928 K Running         ALIEN\thyag                                             0:00:00 RealtekAudioBackgroundProcessClass                                       
svchost.exe                  17848 Services                   0     25.796 K Unknown         N/A                                                     0:00:17 N/A                                                                      
OneDrive.exe                 21352 Console                    1    287.836 K Running         ALIEN\thyag                                             0:01:04 GDI+ Window (OneDrive.exe)                                               
svchost.exe                  21424 Services                   0     12.876 K Unknown         N/A                                                     0:00:35 N/A                                                                      
awscns.exe                   21924 Console                    1     60.352 K Running         ALIEN\thyag                                             0:00:01 DDE Server Window                                                        
Screenpresso.exe             22392 Console                    1    102.316 K Running         ALIEN\thyag                                             0:00:01 N/A                                                                      
RemoteServerWin.exe          21172 Console                    1     31.804 K Running         ALIEN\thyag                                             0:00:13 Server                                                                   
NVIDIA Broadcast.exe         21568 Console                    1    458.804 K Running         ALIEN\thyag                                             0:01:21 N/A                                                                      
NVIDIA Broadcast.exe         22112 Console                    1     98.952 K Running         ALIEN\thyag                                             0:00:03 N/A                                                                      
NVIDIA Broadcast.exe          3300 Console                    1     44.332 K Unknown         ALIEN\thyag                                             0:00:01 N/A                                                                      
NVIDIA Broadcast.exe         12688 Console                    1    129.264 K Unknown         ALIEN\thyag                                             0:00:06 N/A                                                                      
QSSystray.exe                23504 Console                    1    151.468 K Running         ALIEN\thyag                                             0:07:15 N/A                                                                      
svchost.exe                  22816 Services                   0     15.764 K Unknown         N/A                                                     0:00:05 N/A                                                                      
NVIDIA Broadcast.exe         22692 Console                    1     68.200 K Unknown         ALIEN\thyag                                             0:00:07 N/A                                                                      
CrossDeviceService.exe       21684 Console                    1    307.572 K Running         ALIEN\thyag                                             0:06:47 GDI+ Window (CrossDeviceService.exe)                                     
DesktopExtension.exe         23284 Console                    1    109.348 K Running         ALIEN\thyag                                             0:00:01 H.NotifyIcon_b8ba9678-630f-44cc-a063-87c8d69c8fa7                        
PhoneExperienceHost.exe      22960 Console                    1    490.724 K Running         ALIEN\thyag                                             0:03:37 DDE Server Window                                                        
RuntimeBroker.exe            23016 Console                    1     14.656 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
backiee.exe                  22108 Console                    1     99.048 K Running         ALIEN\thyag                                             0:03:04 N/A                                                                      
backgroundTaskHost.exe        7504 Console                    1     28.600 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
YourPhoneAppProxy.exe        23732 Console                    1    115.500 K Running         ALIEN\thyag                                             0:00:05 SystemResourceNotifyWindow                                               
svchost.exe                  23788 Services                   0     28.768 K Unknown         N/A                                                     0:00:06 N/A                                                                      
RuntimeBroker.exe            23824 Console                    1     21.760 K Unknown         ALIEN\thyag                                             0:00:01 N/A                                                                      
RuntimeBroker.exe             4112 Console                    1     12.988 K Unknown         ALIEN\thyag                                             0:00:03 N/A                                                                      
ShellExperienceHost.exe      23584 Console                    1    125.348 K Running         ALIEN\thyag                                             0:00:07 Nova notificação                                                         
RuntimeBroker.exe            23988 Console                    1     34.540 K Running         ALIEN\thyag                                             0:00:01 OLEChannelWnd                                                            
Code.exe                     24516 Console                    1    296.924 K Running         ALIEN\thyag                                             0:00:55 auto_close_all_pid.bat - scripts windows - Visual Studio Code            
RvRvpnGui.exe                23040 Console                    1    110.100 K Running         ALIEN\thyag                                             0:01:02 Radmin VPN                                                               
ollama app.exe               24152 Console                    1     25.444 K Running         ALIEN\thyag                                             0:00:00 N/A                                                                      
Code.exe                     19596 Console                    1    191.732 K Running         ALIEN\thyag                                             0:00:00 N/A                                                                      
Code.exe                     18736 Console                    1    313.816 K Running         ALIEN\thyag                                             0:01:14 N/A                                                                      
ollama.exe                    4888 Console                    1     59.288 K Running         ALIEN\thyag                                             0:00:04 C:\Users\thyag\AppData\Local\Programs\Ollama\ollama.exe                  
conhost.exe                   3336 Console                    1     11.880 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
Code.exe                     21564 Console                    1    201.580 K Running         ALIEN\thyag                                             0:00:06 OleMainThreadWndName                                                     
Code.exe                     24736 Console                    1    421.924 K Unknown         ALIEN\thyag                                             0:03:51 N/A                                                                      
Code.exe                     24920 Console                    1    238.224 K Unknown         ALIEN\thyag                                             0:00:11 N/A                                                                      
Code.exe                     25140 Console                    1    262.800 K Unknown         ALIEN\thyag                                             0:01:33 N/A                                                                      
conhost.exe                  25472 Console                    1     10.484 K Unknown         ALIEN\thyag                                             0:00:03 N/A                                                                      
pwsh.exe                     25512 Console                    1    176.784 K Running         ALIEN\thyag                                             0:00:47 N/A                                                                      
